pose_name,timestamp,datetime,joint_1_rad,joint_1_deg,joint_2_rad,joint_2_deg,joint_3_rad,joint_3_deg,joint_4_rad,joint_4_deg,joint_5_rad,joint_5_deg,joint_6_rad,joint_6_deg,joint_7_rad,joint_7_deg,joint_8_rad,joint_8_deg,joint_9_rad,joint_9_deg,joint_10_rad,joint_10_deg,joint_11_rad,joint_11_deg,joint_12_rad,joint_12_deg,joint_13_rad,joint_13_deg,joint_14_rad,joint_14_deg
Pose_034338,1757011419,2025-09-05 3:43,79.56044006,4558.481282,-87.91208649,-5036.995778,-17.23077011,-987.251239,1.67032969,95.70292247,134.5054932,7706.603589,20.21977997,1158.509033,24.26373672,1390.210884,-70.41757965,-4034.633525,84.04395294,4815.367865,-8.527472496,-488.5885966,7.296703339,418.0706588,74.90110016,4291.520545,1.318681359,75.55494023,5.714285851,327.4047387
Pose_034338,1757011419,2025-09-05 3:43,79.56044006,4558.481282,-87.91208649,-5036.995778,-17.23077011,-987.251239,1.67032969,95.70292247,134.5054932,7706.603589,20.21977997,1158.509033,24.26373672,1390.210884,-70.41757965,-4034.633525,84.04395294,4815.367865,-8.527472496,-488.5885966,7.208791256,413.0336632,74.90110016,4291.520545,1.318681359,75.55494023,5.714285851,327.4047387
Pose_034338,1757011419,2025-09-05 3:43,79.56044006,4558.481282,-87.91208649,-5036.995778,-17.23077011,-987.251239,1.67032969,95.70292247,134.5054932,7706.603589,20.21977997,1158.509033,24.26373672,1390.210884,-70.41757965,-4034.633525,84.04395294,4815.367865,-8.527472496,-488.5885966,7.296703339,418.0706588,74.90110016,4291.520545,1.318681359,75.55494023,5.714285851,327.4047387
Pose_034338,1757011419,2025-09-05 3:43,79.56044006,4558.481282,-87.91208649,-5036.995778,-17.23077011,-987.251239,1.67032969,95.70292247,134.5054932,7706.603589,20.21977997,1158.509033,24.26373672,1390.210884,-70.41757965,-4034.633525,84.04395294,4815.367865,-8.527472496,-488.5885966,7.296703339,418.0706588,74.90110016,4291.520545,1.318681359,75.55494023,5.714285851,327.4047387
Pose_034338,1757011419,2025-09-05 3:43,79.56044006,4558.481282,-87.91208649,-5036.995778,-17.23077011,-987.251239,1.67032969,95.70292247,134.5054932,7706.603589,20.21977997,1158.509033,24.26373672,1390.210884,-70.41757965,-4034.633525,84.04395294,4815.367865,-8.527472496,-488.5885966,7.296703339,418.0706588,74.90110016,4291.520545,1.318681359,75.55494023,5.714285851,327.4047387
Pose_034338,1757011419,2025-09-05 3:43,79.56044006,4558.481282,-87.91208649,-5036.995778,-17.23077011,-987.251239,1.67032969,95.70292247,134.5054932,7706.603589,20.21977997,1158.509033,24.26373672,1390.210884,-70.41757965,-4034.633525,84.04395294,4815.367865,-8.527472496,-488.5885966,7.208791256,413.0336632,74.90110016,4291.520545,1.318681359,75.55494023,5.714285851,327.4047387
Pose_034338,1757011419,2025-09-05 3:43,79.56044006,4558.481282,-87.91208649,-5036.995778,-17.23077011,-987.251239,1.67032969,95.70292247,134.5054932,7706.603589,20.21977997,1158.509033,24.26373672,1390.210884,-70.41757965,-4034.633525,84.04395294,4815.367865,-8.527472496,-488.5885966,7.296703339,418.0706588,74.90110016,4291.520545,1.318681359,75.55494023,5.714285851,327.4047387
Pose_034338,1757011419,2025-09-05 3:43,79.56044006,4558.481282,-87.91208649,-5036.995778,-17.23077011,-987.251239,1.67032969,95.70292247,134.5054932,7706.603589,20.21977997,1158.509033,24.26373672,1390.210884,-70.41757965,-4034.633525,84.04395294,4815.367865,-8.527472496,-488.5885966,7.296703339,418.0706588,74.90110016,4291.520545,1.318681359,75.55494023,5.714285851,327.4047387
Pose_034338,1757011419,2025-09-05 3:43,79.56044006,4558.481282,-87.91208649,-5036.995778,-17.23077011,-987.251239,1.67032969,95.70292247,134.5054932,7706.603589,20.21977997,1158.509033,24.26373672,1390.210884,-70.41757965,-4034.633525,84.04395294,4815.367865,-8.527472496,-488.5885966,7.296703339,418.0706588,74.90110016,4291.520545,1.318681359,75.55494023,5.802197933,332.4417343
Pose_034338,1757011419,2025-09-05 3:43,79.56044006,4558.481282,-87.91208649,-5036.995778,-17.23077011,-987.251239,1.67032969,95.70292247,134.5054932,7706.603589,20.21977997,1158.509033,24.26373672,1390.210884,-70.41757965,-4034.633525,84.04395294,4815.367865,-8.527472496,-488.5885966,7.296703339,418.0706588,74.90110016,4291.520545,1.318681359,75.55494023,5.714285851,327.4047387
Pose_034338,1757011419,2025-09-05 3:43,79.56044006,4558.481282,-87.91208649,-5036.995778,-17.23077011,-987.251239,1.67032969,95.70292247,134.5054932,7706.603589,20.21977997,1158.509033,24.26373672,1390.210884,-70.41757965,-4034.633525,84.04395294,4815.367865,-8.527472496,-488.5885966,7.208791256,413.0336632,74.90110016,4291.520545,1.318681359,75.55494023,5.714285851,327.4047387
Pose_034338,1757011419,2025-09-05 3:43,79.56044006,4558.481282,-87.91208649,-5036.995778,-17.23077011,-987.251239,1.67032969,95.70292247,134.5054932,7706.603589,20.21977997,1158.509033,24.26373672,1390.210884,-70.41757965,-4034.633525,84.04395294,4815.367865,-8.527472496,-488.5885966,7.296703339,418.0706588,74.90110016,4291.520545,1.318681359,75.55494023,5.714285851,327.4047387
Pose_034338,1757011419,2025-09-05 3:43,79.56044006,4558.481282,-87.91208649,-5036.995778,-17.23077011,-987.251239,1.67032969,95.70292247,134.5054932,7706.603589,20.21977997,1158.509033,24.26373672,1390.210884,-70.41757965,-4034.633525,84.04395294,4815.367865,-8.527472496,-488.5885966,7.296703339,418.0706588,74.90110016,4291.520545,1.318681359,75.55494023,5.714285851,327.4047387
Pose_034338,1757011419,2025-09-05 3:43,79.56044006,4558.481282,-87.91208649,-5036.995778,-17.23077011,-987.251239,1.67032969,95.70292247,134.5054932,7706.603589,20.21977997,1158.509033,24.26373672,1390.210884,-70.41757965,-4034.633525,84.04395294,4815.367865,-8.527472496,-488.5885966,7.296703339,418.0706588,74.90110016,4291.520545,1.318681359,75.55494023,5.714285851,327.4047387
Pose_034338,1757011419,2025-09-05 3:43,79.56044006,4558.481282,-87.91208649,-5036.995778,-17.23077011,-987.251239,1.67032969,95.70292247,134.5054932,7706.603589,20.21977997,1158.509033,24.26373672,1390.210884,-70.41757965,-4034.633525,84.04395294,4815.367865,-8.527472496,-488.5885966,7.296703339,418.0706588,74.90110016,4291.520545,1.318681359,75.55494023,5.714285851,327.4047387
