timestamp,datetime,joint_1_rad,joint_1_deg,joint_2_rad,joint_2_deg,joint_3_rad,joint_3_deg,joint_4_rad,joint_4_deg,joint_5_rad,joint_5_deg,joint_6_rad,joint_6_deg,joint_7_rad,joint_7_deg,joint_8_rad,joint_8_deg,joint_9_rad,joint_9_deg,joint_10_rad,joint_10_deg,joint_11_rad,joint_11_deg,joint_12_rad,joint_12_deg,joint_13_rad,joint_13_deg,joint_14_rad,joint_14_deg,formatted
1756926800.8083162,2025-09-04 04:13:20.808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"  +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0° ... (+6개)"
1756926800.9112935,2025-09-04 04:13:20.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"  +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0° ... (+6개)"
1756926801.0065262,2025-09-04 04:13:21.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"  +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0° ... (+6개)"
1756926801.1245222,2025-09-04 04:13:21.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"  +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0° ... (+6개)"
1756926801.2085109,2025-09-04 04:13:21.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"  +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0° ... (+6개)"
1756926801.3092833,2025-09-04 04:13:21.309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"  +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0° ... (+6개)"
1756926801.414311,2025-09-04 04:13:21.414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"  +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0° ... (+6개)"
1756926801.5186493,2025-09-04 04:13:21.518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"  +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0° ... (+6개)"
1756926801.6073053,2025-09-04 04:13:21.607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"  +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0° ... (+6개)"
1756926801.7134209,2025-09-04 04:13:21.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"  +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0°,   +0.0° ... (+6개)"
